mese;giorno;ora UTC*;Pioggia mm;Temp. gradi C;Umidita' %;Vento med km/h;Direzione Vento gradi N;Vento max km/h;Direzione Vento max gradi N;Radiaz. KJ/m2;Pressione hPa;Bagnatura Fogliare min.
11;2;9.00;0.4;16.8;79;5;131;18;157;-;-;-
11;2;10.00;0.0;17.7;77;8;131;18;119;-;-;-
11;2;11.00;0.0;19.1;70;8;164;21;153;-;-;-
11;2;12.00;0.0;18.3;71;11;155;27;145;-;-;-
11;2;13.00;0.0;18.2;72;10;145;33;188;-;-;-
11;2;14.00;0.8;16.6;82;10;122;26;168;-;-;-
11;2;15.00;0.6;17.0;81;14;131;40;112;-;-;-
11;2;16.00;0.2;17.3;79;17;122;52;123;-;-;-
11;2;17.00;0.0;18.0;75;21;124;49;114;-;-;-
11;2;18.00;0.0;18.5;75;21;123;52;109;-;-;-
11;2;19.00;0.2;18.5;79;19;129;46;163;-;-;-
11;2;20.00;0.0;18.8;79;20;126;46;124;-;-;-
11;2;21.00;0.6;18.4;82;20;131;49;136;-;-;-
11;2;22.00;0.4;18.1;85;19;127;45;143;-;-;-
11;2;23.00;0.6;18.6;83;19;124;43;123;-;-;-
11;2;24.00;11.8;14.9;92;22;266;57;243;-;-;-
11;3;1.00;3.4;15.6;89;15;256;37;267;-;-;-
11;3;2.00;3.4;14.1;91;11;90;28;262;-;-;-
11;3;3.00;0.4;15.4;81;15;104;29;114;-;-;-
11;3;4.00;0.0;15.7;77;10;136;27;127;-;-;-
11;3;5.00;0.0;15.5;76;10;124;28;153;-;-;-
11;3;6.00;0.6;14.6;84;11;100;27;82;-;-;-
11;3;7.00;0.0;15.3;84;12;109;24;122;-;-;-
11;3;8.00;0.0;16.9;61;12;204;34;201;-;-;-
11;3;9.00;0.0;16.8;57;14;203;33;208;-;-;-
11;3;10.00;0.0;16.8;54;13;205;37;203;-;-;-
11;3;11.00;0.0;16.3;54;16;197;51;234;-;-;-
11;3;12.00;0.6;14.9;65;24;238;59;246;-;-;-
11;3;13.00;0.0;15.5;64;16;179;51;227;-;-;-
11;3;14.00;0.0;15.4;61;21;217;45;243;-;-;-
11;3;15.00;0.0;15.5;64;20;224;47;189;-;-;-
11;3;16.00;0.0;15.0;69;9;155;27;217;-;-;-
11;3;17.00;0.0;16.2;53;18;239;40;239;-;-;-
11;3;18.00;0.0;14.3;69;9;321;36;240;-;-;-
11;3;19.00;0.0;14.2;66;5;24;13;354;-;-;-
11;3;20.00;0.0;12.5;78;5;79;10;80;-;-;-
11;3;21.00;0.0;12.4;74;5;101;11;71;-;-;-
11;3;22.00;0.0;12.3;71;5;118;10;122;-;-;-
11;3;23.00;0.0;12.2;75;7;115;13;154;-;-;-
11;3;24.00;0.0;11.9;76;4;135;9;136;-;-;-
11;4;1.00;0.0;12.1;73;7;131;14;136;-;-;-
11;4;2.00;0.0;12.0;72;9;94;15;96;-;-;-
11;4;3.00;0.0;12.0;73;8;97;17;99;-;-;-
11;4;4.00;0.0;12.1;72;9;124;18;87;-;-;-
11;4;5.00;0.0;12.0;73;5;125;11;88;-;-;-
11;4;6.00;0.0;11.9;74;5;110;14;103;-;-;-
11;4;7.00;0.0;12.1;68;12;85;22;86;-;-;-
11;4;8.00;0.0;13.6;64;10;86;18;79;-;-;-
11;4;9.00;0.0;15.0;61;8;109;16;90;-;-;-
11;4;10.00;0.0;17.4;59;5;265;14;122;-;-;-
11;4;11.00;0.0;16.4;62;7;270;12;273;-;-;-
11;4;12.00;0.0;15.5;69;6;320;12;313;-;-;-
11;4;13.00;0.0;15.7;72;5;288;11;298;-;-;-
11;4;14.00;0.0;15.9;68;9;249;18;253;-;-;-
11;4;15.00;0.0;15.4;69;8;243;17;244;-;-;-
11;4;16.00;0.0;14.7;71;8;180;21;228;-;-;-
11;4;17.00;0.0;13.9;76;5;113;13;195;-;-;-
11;4;18.00;0.0;14.0;75;6;112;11;108;-;-;-
11;4;19.00;0.0;14.2;75;8;110;16;120;-;-;-
11;4;20.00;0.2;14.9;72;8;198;21;198;-;-;-
11;4;21.00;0.8;13.0;87;6;103;22;208;-;-;-
11;4;22.00;0.0;13.3;84;11;107;20;96;-;-;-
11;4;23.00;0.6;13.1;88;9;107;24;145;-;-;-
11;4;24.00;0.4;14.0;87;10;126;30;103;-;-;-
11;5;1.00;0.6;14.4;86;13;121;35;125;-;-;-
11;5;2.00;1.8;15.2;86;14;127;37;149;-;-;-
11;5;3.00;0.2;16.7;82;13;149;33;137;-;-;-
11;5;4.00;0.6;17.1;84;13;169;46;186;-;-;-
11;5;5.00;0.8;18.0;84;16;205;40;164;-;-;-
11;5;6.00;2.2;16.0;86;18;244;39;195;-;-;-
11;5;7.00;0.0;16.1;86;15;240;34;249;-;-;-
11;5;8.00;0.0;13.7;83;18;341;45;243;-;-;-
11;5;9.00;0.0;14.3;76;5;57;10;307;-;-;-
11;5;10.00;0.0;15.4;77;6;125;14;165;-;-;-
11;5;11.00;0.0;17.1;68;8;200;20;208;-;-;-
11;5;12.00;0.0;17.6;66;10;222;21;180;-;-;-
11;5;13.00;0.0;18.4;61;8;230;19;234;-;-;-
11;5;14.00;0.0;18.6;58;8;195;19;194;-;-;-
11;5;15.00;0.0;18.3;57;9;197;23;214;-;-;-
11;5;16.00;0.0;17.2;61;7;178;16;190;-;-;-
11;5;17.00;0.0;16.0;67;5;113;13;176;-;-;-
11;5;18.00;0.0;15.8;66;8;123;16;131;-;-;-
11;5;19.00;0.0;15.1;71;9;112;15;97;-;-;-
11;5;20.00;0.0;14.9;71;9;108;15;120;-;-;-
11;5;21.00;0.0;15.4;71;10;116;15;115;-;-;-
11;5;22.00;0.0;16.2;68;11;116;19;117;-;-;-
11;5;23.00;0.0;15.7;70;8;130;16;123;-;-;-
11;5;24.00;0.0;15.7;70;11;127;17;117;-;-;-
11;6;1.00;0.0;15.8;70;11;123;19;115;-;-;-
11;6;2.00;0.0;15.8;72;9;114;15;116;-;-;-
11;6;3.00;0.0;15.5;73;10;117;18;120;-;-;-
11;6;4.00;0.0;15.5;71;10;117;15;121;-;-;-
11;6;5.00;0.0;15.1;73;12;114;19;114;-;-;-
11;6;6.00;0.0;14.5;75;10;117;16;113;-;-;-
11;6;7.00;0.0;15.2;72;9;120;14;124;-;-;-
11;6;8.00;0.0;16.8;68;7;118;15;113;-;-;-
11;6;9.00;0.0;18.1;63;8;148;17;143;-;-;-
11;6;10.00;0.0;19.0;59;8;171;21;149;-;-;-
11;6;11.00;0.0;19.3;56;8;188;20;180;-;-;-
11;6;12.00;0.0;19.7;55;10;244;20;237;-;-;-
11;6;13.00;0.0;19.6;54;11;243;21;247;-;-;-
11;6;14.00;0.0;19.4;54;12;227;22;236;-;-;-
11;6;15.00;0.0;19.1;53;8;212;16;193;-;-;-
11;6;16.00;0.0;17.3;62;6;123;13;214;-;-;-
11;6;17.00;0.0;16.9;62;7;121;13;119;-;-;-
11;6;18.00;0.0;16.5;64;9;117;14;112;-;-;-
11;6;19.00;0.0;16.5;65;9;126;16;129;-;-;-
11;6;20.00;0.0;15.7;68;10;120;16;130;-;-;-
11;6;21.00;0.0;15.6;65;11;117;16;126;-;-;-
11;6;22.00;0.0;15.2;66;10;113;15;114;-;-;-
11;6;23.00;0.0;15.2;67;10;117;15;118;-;-;-
11;6;24.00;0.0;15.4;68;11;122;15;126;-;-;-
11;7;1.00;0.0;15.3;70;9;126;13;127;-;-;-
11;7;2.00;0.0;15.2;70;9;129;15;123;-;-;-
11;7;3.00;0.0;14.0;75;8;91;13;89;-;-;-
11;7;4.00;0.0;14.1;74;8;106;12;115;-;-;-
11;7;5.00;0.0;14.2;73;6;113;11;123;-;-;-
11;7;6.00;0.0;14.2;72;7;118;11;118;-;-;-
11;7;7.00;0.0;14.7;72;9;116;13;113;-;-;-
11;7;8.00;0.0;15.6;74;8;125;15;114;-;-;-
11;7;9.00;2.6;14.3;84;9;137;19;145;-;-;-
11;7;10.00;4.0;14.7;85;8;82;18;151;-;-;-
11;7;11.00;0.0;15.6;79;8;120;16;94;-;-;-
11;7;12.00;0.0;17.6;73;7;136;13;138;-;-;-
11;7;13.00;0.0;17.0;70;8;136;21;103;-;-;-
11;7;14.00;0.0;16.9;65;9;135;21;113;-;-;-
11;7;15.00;0.0;16.4;70;7;120;18;122;-;-;-
11;7;16.00;0.0;15.3;73;8;122;15;121;-;-;-
11;7;17.00;0.0;14.6;74;9;116;14;122;-;-;-
11;7;18.00;0.0;14.4;75;10;126;17;136;-;-;-
11;7;19.00;0.0;14.4;75;10;123;15;116;-;-;-
11;7;20.00;0.0;15.0;72;9;127;14;130;-;-;-
11;7;21.00;5.8;12.4;80;9;75;32;353;-;-;-
11;7;22.00;0.6;12.6;81;8;118;14;70;-;-;-
11;7;23.00;0.0;11.3;87;6;71;12;76;-;-;-
11;7;24.00;0.0;12.1;87;6;116;12;78;-;-;-
11;8;1.00;0.0;12.1;87;6;82;10;66;-;-;-
11;8;2.00;0.0;12.6;85;5;122;9;112;-;-;-
11;8;3.00;0.0;12.8;82;5;124;11;126;-;-;-
11;8;4.00;0.0;11.8;86;8;101;12;114;-;-;-
11;8;5.00;0.0;12.1;83;9;105;12;111;-;-;-
11;8;6.00;0.0;12.2;80;8;112;13;106;-;-;-
11;8;7.00;0.0;12.4;79;8;98;14;97;-;-;-
11;8;8.00;0.0;14.2;73;6;118;14;96;-;-;-
11;8;9.00;0.0;15.3;64;6;91;18;93;-;-;-
11;8;10.00;0.0;15.9;59;9;62;17;81;-;-;-
11;8;11.00;0.0;16.8;59;5;254;13;250;-;-;-
11;8;12.00;0.0;16.4;64;8;269;13;276;-;-;-
11;8;13.00;0.0;16.5;65;8;291;13;267;-;-;-
11;8;14.00;0.0;16.7;67;5;275;10;263;-;-;-
11;8;15.00;0.0;16.0;68;5;247;9;284;-;-;-
11;8;16.00;0.0;14.8;74;3;216;7;276;-;-;-
11;8;17.00;0.0;13.7;83;4;92;10;73;-;-;-
11;8;18.00;0.0;13.5;83;5;121;9;117;-;-;-
11;8;19.00;0.0;13.1;85;6;114;9;110;-;-;-
11;8;20.00;0.0;12.8;83;5;127;10;129;-;-;-
11;8;21.00;0.0;12.9;81;7;138;13;133;-;-;-
11;8;22.00;0.0;12.9;80;7;132;13;121;-;-;-
11;8;23.00;0.0;12.1;83;9;97;13;133;-;-;-
11;8;24.00;0.0;12.7;80;7;142;13;146;-;-;-
11;9;1.00;0.0;12.5;78;8;130;15;149;-;-;-
11;9;2.00;0.0;12.3;77;8;133;14;129;-;-;-
11;9;3.00;0.0;12.1;79;6;141;13;145;-;-;-
11;9;4.00;0.0;11.9;79;7;135;12;129;-;-;-
11;9;5.00;0.0;11.6;78;8;123;12;130;-;-;-
11;9;6.00;0.0;11.8;77;7;133;10;114;-;-;-
11;9;7.00;0.0;12.4;75;6;127;10;134;-;-;-
11;9;8.00;0.0;13.3;73;8;128;14;124;-;-;-
11;9;9.00;0.0;14.3;71;6;129;15;122;-;-;-
11;9;10.00;0.0;16.0;68;5;181;13;147;-;-;-
11;9;11.00;0.0;15.5;69;8;231;17;243;-;-;-
11;9;12.00;0.0;15.0;72;10;278;20;259;-;-;-
11;9;13.00;0.0;14.6;72;7;313;14;318;-;-;-
11;9;14.00;0.0;14.4;69;6;269;14;271;-;-;-
11;9;15.00;0.0;14.0;71;3;223;9;275;-;-;-
11;9;16.00;0.0;13.3;75;3;106;8;80;-;-;-
11;9;17.00;0.0;12.9;82;3;101;6;76;-;-;-
11;9;18.00;0.0;12.9;83;4;105;8;69;-;-;-
11;9;19.00;0.2;13.5;78;4;106;10;125;-;-;-
11;9;20.00;0.8;13.2;83;6;79;13;97;-;-;-
11;9;21.00;0.0;13.2;82;4;44;9;86;-;-;-
11;9;22.00;1.0;12.8;83;4;225;10;62;-;-;-
11;9;23.00;0.8;12.5;87;6;337;15;94;-;-;-
11;9;24.00;0.0;13.0;85;8;109;19;99;-;-;-
11;10;1.00;0.6;12.7;88;10;106;19;128;-;-;-
11;10;2.00;3.4;12.5;90;10;119;16;92;-;-;-
11;10;3.00;5.0;12.7;92;9;104;15;121;-;-;-
11;10;4.00;3.6;12.7;92;9;103;18;104;-;-;-
11;10;5.00;1.4;12.7;90;9;110;15;118;-;-;-
11;10;6.00;4.4;12.9;89;12;117;25;124;-;-;-
11;10;7.00;4.8;12.8;91;7;94;24;166;-;-;-
11;10;8.00;1.8;12.8;90;5;144;19;135;-;-;-
11;10;9.00;0.0;13.2;89;9;188;17;106;-;-;-
11;10;10.00;0.0;14.2;83;8;240;18;239;-;-;-
11;10;11.00;0.0;13.3;89;12;291;23;267;-;-;-
11;10;12.00;0.0;13.0;88;6;320;17;307;-;-;-
11;10;13.00;0.0;13.0;85;5;333;12;328;-;-;-
11;10;14.00;0.0;13.3;83;3;292;8;269;-;-;-
11;10;15.00;0.0;13.1;83;3;23;8;271;-;-;-
11;10;16.00;0.0;13.0;84;3;48;6;5;-;-;-
11;10;17.00;0.0;13.0;86;3;95;7;79;-;-;-
11;10;18.00;0.0;13.0;84;4;123;9;83;-;-;-
11;10;19.00;0.0;12.8;86;3;85;8;92;-;-;-
11;10;20.00;0.0;12.8;85;3;121;7;114;-;-;-
11;10;21.00;2.0;12.2;87;3;143;6;165;-;-;-
11;10;22.00;5.8;11.5;92;3;151;8;65;-;-;-
11;10;23.00;1.2;11.7;91;3;303;9;316;-;-;-
11;10;24.00;0.8;11.5;86;5;0;9;4;-;-;-
11;11;1.00;1.2;11.0;88;5;58;9;90;-;-;-
11;11;2.00;1.2;10.8;88;4;40;10;355;-;-;-
11;11;3.00;0.8;10.3;76;9;54;28;69;-;-;-
11;11;4.00;0.0;9.7;73;18;63;45;58;-;-;-
11;11;5.00;0.0;9.8;72;22;64;54;77;-;-;-
11;11;6.00;0.0;9.3;74;17;87;36;95;-;-;-
11;11;7.00;0.0;9.7;70;10;165;33;88;-;-;-
11;11;8.00;0.0;10.9;67;6;85;22;88;-;-;-
11;11;9.00;0.0;12.6;62;5;105;11;94;-;-;-
11;11;10.00;0.0;12.6;62;4;274;11;278;-;-;-
11;11;11.00;0.0;13.2;62;6;275;13;265;-;-;-
11;11;12.00;0.0;13.9;64;6;276;14;268;-;-;-
11;11;13.00;0.0;13.7;62;8;266;13;269;-;-;-
11;11;14.00;0.0;13.6;56;4;325;10;267;-;-;-
11;11;15.00;0.0;13.8;54;4;312;10;302;-;-;-
11;11;16.00;0.0;11.7;68;3;85;10;329;-;-;-
11;11;17.00;0.0;10.9;75;6;87;9;81;-;-;-
11;11;18.00;0.0;11.1;68;6;114;12;79;-;-;-
11;11;19.00;0.0;10.6;68;6;155;12;157;-;-;-
11;11;20.00;0.0;10.2;74;6;99;11;76;-;-;-
11;11;21.00;0.0;9.8;77;5;103;10;103;-;-;-
11;11;22.00;0.0;10.2;73;6;123;12;130;-;-;-
11;11;23.00;0.0;10.3;74;8;112;13;122;-;-;-
11;11;24.00;0.0;9.6;76;6;101;12;119;-;-;-
11;12;1.00;0.0;10.0;73;6;137;11;126;-;-;-
11;12;2.00;0.0;10.2;73;8;116;13;121;-;-;-
11;12;3.00;0.0;10.0;72;8;107;12;114;-;-;-
11;12;4.00;0.0;9.8;72;9;119;14;114;-;-;-
11;12;5.00;0.0;9.6;73;9;112;13;112;-;-;-
11;12;6.00;0.0;10.0;69;9;115;15;107;-;-;-
11;12;7.00;0.0;10.5;68;8;121;13;106;-;-;-
11;12;8.00;0.0;12.2;69;8;120;12;117;-;-;-
11;12;9.00;0.0;13.1;68;5;119;15;114;-;-;-
11;12;10.00;0.0;13.7;69;3;100;9;111;-;-;-
11;12;11.00;0.0;14.3;69;3;126;9;174;-;-;-
11;12;12.00;0.0;15.3;68;4;215;10;106;-;-;-
11;12;13.00;0.0;15.3;68;4;269;14;267;-;-;-
11;12;14.00;0.0;15.2;67;4;274;8;272;-;-;-
11;12;15.00;0.0;15.0;69;4;276;9;285;-;-;-
11;12;16.00;0.0;14.5;71;5;280;11;290;-;-;-
11;12;17.00;0.0;13.8;74;4;118;10;109;-;-;-
11;12;18.00;0.0;13.1;75;5;133;13;128;-;-;-
11;12;19.00;0.0;13.1;75;5;184;12;155;-;-;-
11;12;20.00;0.0;12.9;76;4;132;11;142;-;-;-
11;12;21.00;0.0;12.1;81;6;132;13;132;-;-;-
11;12;22.00;0.0;12.2;84;5;103;11;97;-;-;-
11;12;23.00;0.0;12.5;75;5;314;14;309;-;-;-
11;12;24.00;0.0;12.4;73;6;337;14;330;-;-;-
11;13;1.00;0.0;11.3;82;5;89;14;5;-;-;-
11;13;2.00;0.0;10.2;82;5;94;10;104;-;-;-
11;13;3.00;0.0;10.2;81;6;103;12;124;-;-;-
11;13;4.00;0.0;9.9;83;5;87;11;82;-;-;-
11;13;5.00;0.0;10.4;83;4;120;7;109;-;-;-
11;13;6.00;0.0;10.6;81;7;110;11;113;-;-;-
11;13;7.00;0.0;11.3;78;7;121;11;124;-;-;-
11;13;8.00;0.0;12.0;73;8;120;16;111;-;-;-
11;13;9.00;0.0;12.5;73;8;116;14;108;-;-;-
11;13;10.00;0.0;14.4;72;6;146;14;129;-;-;-
11;13;11.00;0.0;14.3;73;5;194;13;207;-;-;-
11;13;12.00;0.0;14.5;72;6;214;15;204;-;-;-
11;13;13.00;0.0;14.7;72;6;215;12;229;-;-;-
11;13;14.00;0.0;14.5;73;7;269;15;230;-;-;-
11;13;15.00;0.0;14.4;75;6;254;12;246;-;-;-
11;13;16.00;0.0;14.3;77;4;238;8;228;-;-;-
11;13;17.00;0.0;14.1;79;4;170;9;233;-;-;-
11;13;18.00;0.0;14.2;80;3;259;6;273;-;-;-
11;13;19.00;0.0;14.4;79;4;294;8;295;-;-;-
11;13;20.00;0.0;13.6;84;4;128;9;102;-;-;-
11;13;21.00;0.0;13.8;85;3;162;9;123;-;-;-
11;13;22.00;0.0;13.6;85;4;118;6;128;-;-;-
11;13;23.00;0.0;13.8;84;3;55;5;13;-;-;-
11;13;24.00;0.0;13.5;87;3;170;9;162;-;-;-
11;14;1.00;0.0;13.5;86;4;108;9;150;-;-;-
11;14;2.00;0.0;13.4;86;6;143;12;152;-;-;-
11;14;3.00;0.0;13.5;84;6;120;11;129;-;-;-
11;14;4.00;0.0;13.8;84;4;133;8;126;-;-;-
11;14;5.00;0.0;13.4;85;5;261;10;269;-;-;-
11;14;6.00;0.0;13.4;84;3;269;7;276;-;-;-
11;14;7.00;0.0;13.5;85;2;227;5;236;-;-;-
11;14;8.00;0.0;13.5;84;3;328;9;330;-;-;-
11;14;9.00;0.0;13.0;87;4;297;12;322;-;-;-
11;14;10.00;0.0;13.2;88;2;341;6;331;-;-;-
11;14;11.00;0.0;13.8;88;2;143;9;113;-;-;-
11;14;12.00;0.0;14.0;86;3;163;6;79;-;-;-
11;14;13.00;0.0;14.5;86;3;300;9;282;-;-;-
11;14;14.00;0.0;14.2;88;3;124;8;305;-;-;-
11;14;15.00;0.0;14.4;87;3;250;7;140;-;-;-
11;14;16.00;0.0;14.5;88;3;289;8;296;-;-;-
11;14;17.00;0.0;14.7;89;3;218;6;263;-;-;-
11;14;18.00;0.0;14.5;89;3;194;8;142;-;-;-
11;14;19.00;0.0;14.7;89;2;346;7;246;-;-;-
11;14;20.00;0.0;14.7;88;4;312;9;331;-;-;-
11;14;21.00;0.0;14.4;90;5;252;13;277;-;-;-
11;14;22.00;0.4;14.3;93;9;311;16;297;-;-;-
11;14;23.00;0.0;13.6;92;6;130;13;107;-;-;-
11;14;24.00;0.0;14.0;90;6;109;14;149;-;-;-
11;15;1.00;0.0;14.2;90;3;150;6;161;-;-;-
11;15;2.00;0.0;13.9;92;5;129;9;165;-;-;-
11;15;3.00;0.0;14.1;91;4;175;7;126;-;-;-
11;15;4.00;0.0;14.2;91;3;98;6;38;-;-;-
11;15;5.00;0.0;14.1;92;5;172;10;163;-;-;-
11;15;6.00;0.0;13.6;91;6;288;12;276;-;-;-
11;15;7.00;0.2;13.2;90;7;269;13;274;-;-;-
11;15;8.00;0.0;13.4;90;3;272;9;279;-;-;-
11;15;9.00;0.0;14.2;86;2;262;5;288;-;-;-
11;15;10.00;0.0;14.3;86;6;269;12;268;-;-;-
11;15;11.00;0.0;14.6;85;5;306;10;271;-;-;-
11;15;12.00;0.0;14.3;87;4;2;10;335;-;-;-
11;15;13.00;0.0;14.1;88;5;291;9;269;-;-;-
11;15;14.00;0.0;14.6;85;4;9;9;351;-;-;-
11;15;15.00;0.0;15.0;84;3;203;7;204;-;-;-
11;15;16.00;0.0;14.4;87;3;176;6;157;-;-;-
11;15;17.00;0.0;13.8;90;3;170;6;168;-;-;-
11;15;18.00;0.0;13.5;92;3;148;6;147;-;-;-
11;15;19.00;0.0;13.0;91;5;122;11;154;-;-;-
11;15;20.00;0.0;12.4;85;4;126;10;162;-;-;-
11;15;21.00;0.0;12.2;86;3;108;9;228;-;-;-
11;15;22.00;0.0;11.4;87;6;87;10;79;-;-;-
11;15;23.00;0.0;12.1;72;5;57;13;75;-;-;-
11;15;24.00;0.0;12.4;66;5;115;8;97;-;-;-
11;16;1.00;0.0;13.0;61;5;126;11;108;-;-;-
11;16;2.00;0.0;13.1;62;6;124;11;124;-;-;-
11;16;3.00;0.0;12.8;64;5;126;11;121;-;-;-
11;16;4.00;0.0;12.4;65;6;103;12;119;-;-;-
11;16;5.00;0.0;11.9;68;5;93;11;109;-;-;-
11;16;6.00;0.0;12.9;60;8;118;14;128;-;-;-
11;16;7.00;0.0;13.7;56;10;115;18;110;-;-;-
11;16;8.00;0.0;15.0;58;7;115;14;113;-;-;-
11;16;9.00;0.0;16.5;55;3;2;6;121;-;-;-
11;16;10.00;0.0;17.4;62;4;144;12;157;-;-;-
11;16;11.00;0.0;17.5;67;6;164;19;127;-;-;-
11;16;12.00;0.0;17.4;70;4;230;9;165;-;-;-
11;16;13.00;0.0;17.2;59;11;243;22;237;-;-;-
11;16;14.00;0.0;16.9;66;5;271;18;245;-;-;-
11;16;15.00;0.0;16.2;70;3;16;6;7;-;-;-
11;16;16.00;0.0;15.4;75;3;86;6;59;-;-;-
11;16;17.00;0.0;16.3;77;4;219;14;247;-;-;-
11;16;18.00;0.0;15.4;80;4;94;11;198;-;-;-
11;16;19.00;0.0;15.6;81;3;320;6;96;-;-;-
11;16;20.00;0.0;15.4;84;5;212;17;193;-;-;-
11;16;21.00;0.0;15.2;75;7;206;16;225;-;-;-
11;16;22.00;0.0;14.8;71;6;173;17;198;-;-;-
11;16;23.00;0.0;14.5;72;5;127;11;198;-;-;-
11;16;24.00;0.0;14.2;76;5;100;9;100;-;-;-
11;17;1.00;0.0;14.1;77;6;110;9;113;-;-;-
11;17;2.00;0.0;14.1;78;6;120;9;111;-;-;-
11;17;3.00;0.0;13.9;79;6;118;9;128;-;-;-
11;17;4.00;0.0;13.7;79;6;147;10;153;-;-;-
11;17;5.00;0.0;13.5;84;6;302;17;244;-;-;-
11;17;6.00;0.0;13.5;81;6;311;15;308;-;-;-
11;17;7.00;0.0;13.4;70;6;310;15;281;-;-;-
11;17;8.00;0.0;14.0;67;4;225;14;296;-;-;-
11;17;9.00;0.0;13.9;68;3;330;8;315;-;-;-
11;17;10.00;0.0;14.7;71;4;300;9;300;-;-;-
11;17;11.00;0.0;14.8;68;5;311;10;271;-;-;-
11;17;12.00;0.0;14.4;70;6;315;11;320;-;-;-
11;17;13.00;0.0;14.5;69;5;332;12;342;-;-;-
11;17;14.00;0.0;15.9;68;3;252;7;255;-;-;-
11;17;15.00;0.0;16.5;34;4;41;16;65;-;-;-
11;17;16.00;0.0;15.3;34;9;61;17;54;-;-;-
11;17;17.00;0.0;14.3;33;9;80;21;70;-;-;-
11;17;18.00;0.0;14.4;31;15;65;26;78;-;-;-
11;17;19.00;0.0;14.0;31;14;73;30;72;-;-;-
11;17;20.00;0.0;13.4;31;12;85;26;80;-;-;-
11;17;21.00;0.0;12.7;31;12;113;23;82;-;-;-
11;17;22.00;0.0;12.3;33;5;108;19;91;-;-;-
11;17;23.00;0.0;12.0;32;5;157;12;95;-;-;-
11;17;24.00;0.0;11.8;31;5;154;15;107;-;-;-
11;18;1.00;0.0;10.8;39;7;112;17;191;-;-;-
11;18;2.00;0.0;10.4;41;9;104;13;106;-;-;-
11;18;3.00;0.0;9.6;45;7;88;13;122;-;-;-
11;18;4.00;0.0;10.1;44;7;111;14;107;-;-;-
11;18;5.00;0.0;9.3;50;5;106;10;105;-;-;-
11;18;6.00;0.0;9.2;49;5;105;9;104;-;-;-
11;18;7.00;0.0;9.7;54;2;165;5;82;-;-;-
11;18;8.00;0.0;11.7;40;5;123;15;124;-;-;-
11;18;9.00;0.0;14.2;41;6;98;13;80;-;-;-
11;18;10.00;0.0;15.2;34;2;295;6;314;-;-;-
11;18;11.00;0.0;15.1;36;4;302;8;308;-;-;-
11;18;12.00;0.0;15.8;36;4;268;8;267;-;-;-
11;18;13.00;0.0;15.9;37;4;298;10;266;-;-;-
11;18;14.00;0.0;15.2;45;5;282;11;256;-;-;-
11;18;15.00;0.0;15.3;45;4;279;9;284;-;-;-
11;18;16.00;0.0;13.3;58;5;71;10;267;-;-;-
11;18;17.00;0.0;12.5;61;5;98;11;80;-;-;-
11;18;18.00;0.0;11.7;64;5;112;9;98;-;-;-
11;18;19.00;0.0;11.3;66;3;261;8;127;-;-;-
11;18;20.00;0.0;11.8;54;4;97;17;96;-;-;-
11;18;21.00;0.0;11.7;45;11;106;22;91;-;-;-
11;18;22.00;0.0;11.3;43;15;110;26;88;-;-;-
11;18;23.00;0.0;11.4;42;13;111;20;109;-;-;-
11;18;24.00;0.0;10.3;47;12;125;23;103;-;-;-
11;19;1.00;0.0;10.2;48;7;116;13;114;-;-;-
11;19;2.00;0.0;10.0;51;6;116;13;128;-;-;-
11;19;3.00;0.0;10.5;57;6;125;11;125;-;-;-
11;19;4.00;0.0;10.5;61;6;106;11;114;-;-;-
11;19;5.00;0.0;11.0;63;8;91;12;125;-;-;-
11;19;6.00;0.0;11.3;66;7;108;12;115;-;-;-
11;19;7.00;0.0;11.6;68;5;116;9;97;-;-;-
11;19;8.00;0.0;12.5;64;7;112;16;112;-;-;-
11;19;9.00;0.0;13.6;62;8;129;14;120;-;-;-
11;19;10.00;0.0;14.5;67;6;195;16;164;-;-;-
11;19;11.00;0.0;14.7;68;8;232;17;201;-;-;-
11;19;12.00;0.0;14.9;64;8;257;15;262;-;-;-
11;19;13.00;0.0;14.9;67;6;296;13;267;-;-;-
11;19;14.00;0.0;15.3;53;8;229;19;216;-;-;-
11;19;15.00;0.0;14.5;56;10;219;20;231;-;-;-
11;19;16.00;0.0;13.7;57;8;218;17;225;-;-;-
11;19;17.00;0.0;12.7;67;5;141;13;216;-;-;-
11;19;18.00;0.0;11.4;73;5;92;9;80;-;-;-
11;19;19.00;0.0;11.3;71;5;125;10;147;-;-;-
11;19;20.00;0.0;11.6;65;7;122;12;115;-;-;-
11;19;21.00;0.0;11.6;65;8;126;12;133;-;-;-
11;19;22.00;0.0;11.2;65;9;118;12;116;-;-;-
11;19;23.00;0.0;12.3;59;8;132;12;116;-;-;-
11;19;24.00;0.0;12.2;61;6;114;10;119;-;-;-
11;20;1.00;0.0;11.7;66;6;99;8;122;-;-;-
11;20;2.00;0.0;11.4;68;5;93;10;72;-;-;-
11;20;3.00;0.0;10.9;70;6;102;11;80;-;-;-
11;20;4.00;0.0;11.7;68;6;117;9;114;-;-;-
11;20;5.00;0.0;12.0;69;5;110;10;114;-;-;-
11;20;6.00;0.0;11.7;72;3;175;8;163;-;-;-
11;20;7.00;0.0;11.2;80;4;79;9;74;-;-;-
11;20;8.00;0.0;12.1;73;4;119;8;88;-;-;-
11;20;9.00;0.0;12.6;72;4;157;8;158;-;-;-
